delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,time_variance_hours,on_time,cost_per_km,cost_per_kg
250.99,xpressbees,documents,ev van,express,west,hot,78.3,49.22,4.0,3.0,yes,failed,1,589.16,1.0,False,7.524393358876117,11.969930922389272
250.99,amazon logistics,pharmacy,ev bike,express,west,hot,51.6,23.45,2.0,3.0,no,delivered,4,378.35,-1.0,True,7.332364341085271,16.134328358208958
250.99,xpressbees,electronics,ev van,same day,central,stormy,26.9,29.86,5.0,8.0,no,delivered,5,324.08,-3.0,True,12.047583643122676,10.853315472203617
250.99,blue dart,clothing,truck,express,north,hot,216.7,26.89,7.0,6.0,yes,delayed,2,1214.17,1.0,False,5.602999538532534,45.15321680922276
250.99,dhl,electronics,van,standard,south,foggy,148.2,38.6,5.0,24.0,no,delivered,4,856.8,-19.0,True,5.781376518218623,22.19689119170984
250.99,fedex,cosmetics,ev van,same day,south,clear,184.2,46.79,5.0,8.0,no,delivered,4,1161.37,-3.0,True,6.304940282301845,24.820901902115835
250.99,fedex,groceries,truck,same day,east,stormy,167.7,42.4,7.0,8.0,no,delivered,5,1065.7,-1.0,True,6.354800238521169,25.134433962264154
250.99,delhivery,electronics,ev bike,standard,central,cold,197.7,25.84,9.0,24.0,no,delivered,5,1066.02,-15.0,True,5.3921092564491655,41.2546439628483
250.99,fedex,cosmetics,ev van,standard,north,foggy,211.9,46.94,7.0,24.0,no,delivered,5,1200.32,-17.0,True,5.664558754129306,25.571367703451216
250.99,blue dart,pharmacy,scooter,same day,west,stormy,64.3,21.05,6.0,8.0,no,delivered,5,484.65,-2.0,True,7.537325038880248,23.023752969121137
250.99,xpressbees,cosmetics,scooter,two day,east,hot,206.7,3.87,3.0,16.0,no,delivered,4,1045.11,-13.0,True,5.056168359941944,270.05426356589146
250.99,xpressbees,clothing,bike,two day,east,cold,83.5,6.81,3.0,16.0,no,delivered,5,437.93,-13.0,True,5.244670658682635,64.30690161527167
250.99,ecom express,fragile items,truck,same day,central,foggy,9.3,47.62,3.0,8.0,no,delivered,5,289.36,-5.0,True,31.113978494623655,6.076438471230576
250.99,xpressbees,clothing,ev bike,standard,west,rainy,245.9,47.01,12.0,24.0,no,delivered,3,1370.53,-12.0,True,5.57352582350549,29.154009785152095
250.99,dhl,pharmacy,ev van,express,north,stormy,225.7,45.7,8.0,6.0,yes,delayed,2,1315.6,2.0,False,5.828976517501108,28.787746170678332
250.99,ecom express,pharmacy,bike,express,east,hot,226.0,37.62,7.0,6.0,yes,delayed,2,1292.86,1.0,False,5.720619469026548,34.36629452418926
250.99,dhl,clothing,bike,two day,west,hot,113.3,34.03,4.0,16.0,no,delivered,5,668.59,-12.0,True,5.901059135039718,19.64707610931531
250.99,ekart,groceries,ev bike,standard,north,stormy,232.3,41.91,12.0,24.0,no,delivered,4,1287.23,-12.0,True,5.541239776151528,30.714149367692677
250.99,ecom express,electronics,scooter,express,east,cold,87.7,22.38,4.0,3.0,yes,failed,2,555.64,1.0,False,6.3356898517673885,24.827524575513852
250.99,dhl,furniture,van,same day,east,rainy,90.1,27.46,6.0,8.0,no,delivered,4,632.88,-2.0,True,7.024195338512764,23.04734158776402
250.99,delhivery,cosmetics,bike,express,north,rainy,110.4,44.94,6.0,4.0,yes,delayed,2,736.82,2.0,False,6.674094202898551,16.395638629283493
250.99,fedex,documents,bike,same day,central,cold,217.3,3.03,6.0,8.0,no,delivered,5,1195.59,-2.0,True,5.502024850437183,394.58415841584156
250.99,amazon logistics,furniture,truck,standard,south,rainy,75.2,28.25,6.0,24.0,no,delivered,3,460.75,-18.0,True,6.126994680851063,16.309734513274336
250.99,blue dart,automobile parts,ev bike,two day,south,hot,23.2,19.18,2.0,16.0,no,delivered,5,173.54,-14.0,True,7.480172413793103,9.047966631908237
250.99,fedex,documents,ev van,express,north,rainy,78.5,27.87,8.0,3.0,yes,delayed,3,526.11,5.0,False,6.70203821656051,18.8772874058127
250.99,blue dart,documents,van,express,north,hot,138.3,47.87,8.0,4.0,yes,delayed,3,885.11,4.0,False,6.399927693420101,18.48986839356591
250.99,xpressbees,clothing,truck,two day,north,cold,96.4,39.33,3.0,16.0,no,delivered,4,599.99,-13.0,True,6.223962655601659,15.255275870836513
250.99,fedex,furniture,ev van,standard,west,cold,216.2,23.93,11.0,24.0,no,delivered,4,1152.79,-13.0,True,5.332053654024052,48.173422482239864
250.99,ekart,clothing,van,express,south,stormy,24.1,34.1,7.0,2.0,yes,delayed,3,272.8,5.0,False,11.319502074688797,8.0
250.99,ekart,fragile items,scooter,standard,east,rainy,197.1,28.23,13.0,24.0,no,delivered,4,1070.19,-11.0,True,5.429680365296804,37.909670563230605
250.99,shadowfax,documents,ev bike,same day,west,foggy,94.8,10.02,2.0,8.0,no,delivered,4,604.06,-6.0,True,6.371940928270042,60.28542914171656
250.99,xpressbees,pharmacy,bike,express,south,hot,56.0,22.91,3.0,3.0,yes,delayed,2,398.73,0.0,True,7.120178571428572,17.404190309908337
250.99,ecom express,clothing,scooter,same day,east,stormy,70.7,5.72,8.0,8.0,yes,delayed,3,470.66,0.0,True,6.6571428571428575,82.28321678321679
250.99,dhl,documents,bike,same day,east,rainy,60.4,22.93,6.0,8.0,no,delivered,5,470.79,-2.0,True,7.79453642384106,20.53161796772787
250.99,blue dart,clothing,truck,same day,central,stormy,258.4,22.08,9.0,8.0,yes,failed,2,1458.24,1.0,False,5.643343653250774,66.04347826086958
250.99,amazon logistics,furniture,scooter,two day,central,cold,89.3,34.98,4.0,16.0,no,delivered,4,551.44,-12.0,True,6.1751399776035845,15.764436821040597
250.99,shadowfax,electronics,van,two day,south,clear,244.0,13.62,7.0,16.0,no,delivered,4,1260.86,-9.0,True,5.167459016393442,92.5741556534508
250.99,xpressbees,electronics,truck,standard,south,stormy,87.8,19.77,8.0,24.0,no,delivered,4,498.31,-16.0,True,5.675512528473805,25.205361659079415
250.99,delhivery,furniture,scooter,same day,east,stormy,3.6,20.7,3.0,8.0,no,delivered,4,172.6,-5.0,True,47.94444444444444,8.33816425120773
250.99,ekart,furniture,van,two day,south,cold,3.6,8.75,0.0,16.0,no,delivered,3,95.6674,-16.0,True,26.574277777777777,10.933417142857143
250.99,xpressbees,documents,van,standard,east,rainy,111.0,36.68,9.0,24.0,no,delivered,4,665.04,-15.0,True,5.991351351351351,18.130861504907305
250.99,amazon logistics,groceries,bike,express,east,rainy,256.4,33.53,11.0,7.0,yes,delayed,3,1432.59,4.0,False,5.587324492979719,42.725618848792124
250.99,dhl,groceries,ev van,same day,east,foggy,177.9,20.16,7.0,8.0,no,delivered,5,1049.98,-1.0,True,5.902079820123665,52.08234126984127
250.99,amazon logistics,cosmetics,ev van,two day,east,rainy,204.2,8.09,9.0,16.0,no,delivered,4,1045.27,-7.0,True,5.118854064642507,129.2051915945612
250.99,amazon logistics,furniture,ev bike,standard,central,cold,125.0,39.41,4.0,24.0,no,delivered,5,743.23,-20.0,True,5.9458400000000005,18.85891905607714
250.99,dhl,fragile items,bike,two day,north,hot,83.3,34.71,4.0,16.0,no,delivered,4,520.63,-12.0,True,6.250060024009604,14.999423797176606
250.99,ecom express,clothing,van,standard,west,foggy,193.2,33.28,7.0,24.0,no,delivered,4,1065.84,-17.0,True,5.516770186335403,32.02644230769231
250.99,ekart,clothing,van,two day,east,foggy,174.3,47.29,10.0,16.0,no,delivered,5,1013.37,-6.0,True,5.81394148020654,21.42884330725312
250.99,ekart,groceries,bike,same day,west,clear,11.4,40.22,1.0,8.0,no,delivered,5,277.66,-7.0,True,24.356140350877194,6.9035305818001005
250.99,xpressbees,electronics,ev van,express,east,clear,166.4,44.96,6.0,5.0,yes,delayed,2,1016.88,1.0,False,6.111057692307692,22.61743772241993
250.99,shadowfax,cosmetics,van,standard,west,stormy,189.6,38.07,11.0,24.0,no,delivered,5,1062.21,-13.0,True,5.60237341772152,27.901497241922776
250.99,blue dart,groceries,truck,express,west,stormy,111.2,37.33,6.0,4.0,yes,delayed,2,717.99,2.0,False,6.456744604316547,19.23359228502545
250.99,amazon logistics,groceries,ev bike,same day,west,hot,103.2,37.97,4.0,8.0,no,delivered,5,729.91,-4.0,True,7.0727713178294564,19.223334211219385
250.99,blue dart,furniture,scooter,standard,east,clear,236.4,47.28,9.0,24.0,no,delivered,4,1323.84,-15.0,True,5.6,27.999999999999996
250.99,amazon logistics,electronics,van,same day,central,clear,111.9,26.34,5.0,8.0,no,delivered,5,738.52,-3.0,True,6.599821268990169,28.037965072133638
250.99,delhivery,groceries,ev van,standard,south,stormy,86.6,20.64,8.0,24.0,no,delivered,5,494.92,-16.0,True,5.715011547344111,23.978682170542637
250.99,amazon logistics,automobile parts,ev bike,standard,west,clear,235.6,48.07,5.0,24.0,no,delivered,5,1322.21,-19.0,True,5.612096774193549,27.50592885375494
250.99,amazon logistics,pharmacy,truck,same day,south,cold,295.5,48.45,6.0,8.0,no,delivered,4,1632.7206,-2.0,True,5.525281218274112,33.69908359133127
250.99,amazon logistics,pharmacy,truck,two day,west,foggy,56.3,43.65,5.0,16.0,no,delivered,5,412.45,-11.0,True,7.325932504440497,9.449026345933563
250.99,shadowfax,furniture,bike,two day,central,stormy,114.2,28.82,6.0,16.0,no,delivered,5,657.46,-10.0,True,5.757092819614711,22.81263011797363
250.99,fedex,furniture,scooter,same day,north,hot,3.6,31.41,2.0,8.0,no,delivered,4,203.23,-6.0,True,56.452777777777776,6.47023241006049
250.99,xpressbees,automobile parts,bike,same day,west,stormy,146.2,22.55,9.0,8.0,yes,failed,2,898.65,1.0,False,6.14671682626539,39.851441241685144
250.99,ekart,automobile parts,ev bike,same day,east,clear,85.6,10.69,3.0,8.0,no,delivered,4,560.07,-5.0,True,6.542873831775702,52.391955098222645
250.99,amazon logistics,groceries,ev van,express,south,rainy,247.9,5.23,9.0,6.0,yes,failed,2,1305.19,3.0,False,5.264985881403792,249.55831739961758
250.99,shadowfax,automobile parts,bike,standard,south,foggy,274.8,0.82,9.0,24.0,no,delivered,4,1376.46,-15.0,True,5.008951965065502,1678.609756097561
250.99,fedex,electronics,scooter,standard,west,clear,35.7,10.8,3.0,24.0,no,delivered,3,210.9,-21.0,True,5.9075630252100835,19.52777777777778
250.99,fedex,documents,van,express,central,stormy,259.3,27.01,8.0,7.0,yes,failed,1,1427.53,1.0,False,5.505322020825298,52.851906701221765
250.99,shadowfax,documents,ev bike,same day,south,clear,65.3,45.09,4.0,8.0,no,delivered,5,561.77,-4.0,True,8.60290964777948,12.458860057662452
250.99,delhivery,cosmetics,van,express,south,clear,93.1,20.89,2.0,3.0,no,delivered,3,578.17,-1.0,True,6.210204081632653,27.676878889420774
250.99,blue dart,pharmacy,bike,standard,central,hot,265.8,32.11,9.0,24.0,no,delivered,5,1425.33,-15.0,True,5.362415349887133,44.388975397072564
250.99,ekart,furniture,truck,two day,west,clear,110.2,23.24,4.0,16.0,no,delivered,4,620.72,-12.0,True,5.632667876588022,26.709122203098108
250.99,blue dart,documents,bike,standard,west,clear,6.0,0.88,1.0,24.0,no,delivered,4,95.6674,-23.0,True,15.944566666666667,108.71295454545455
250.99,dhl,furniture,truck,two day,east,foggy,16.5,21.49,2.0,16.0,no,delivered,4,146.97,-14.0,True,8.907272727272726,6.838994881340159
250.99,xpressbees,documents,ev van,standard,north,cold,102.0,18.67,4.0,24.0,no,delivered,4,566.01,-20.0,True,5.549117647058823,30.316550615961432
250.99,shadowfax,furniture,bike,express,north,rainy,265.4,15.96,13.0,7.0,yes,delayed,3,1424.88,6.0,False,5.368801808590807,89.2781954887218
250.99,fedex,groceries,ev van,two day,north,foggy,27.5,15.43,2.0,16.0,no,delivered,5,183.79,-14.0,True,6.683272727272727,11.911211924821776
250.99,amazon logistics,fragile items,truck,two day,south,hot,59.5,7.79,2.0,16.0,no,delivered,3,320.87,-14.0,True,5.392773109243698,41.18998716302953
250.99,shadowfax,cosmetics,bike,express,north,cold,290.2,29.26,6.0,7.0,no,delivered,4,1588.78,-1.0,True,5.474776016540317,54.298701298701296
250.99,delhivery,clothing,scooter,standard,east,rainy,124.0,40.2,8.0,24.0,no,delivered,4,740.6,-16.0,True,5.97258064516129,18.422885572139304
250.99,xpressbees,automobile parts,scooter,two day,north,clear,261.9,41.68,9.0,16.0,no,delivered,4,1434.54,-7.0,True,5.477434135166094,34.4179462571977
250.99,shadowfax,pharmacy,ev van,two day,central,rainy,115.6,13.57,8.0,16.0,no,delivered,5,618.71,-8.0,True,5.352162629757786,45.59395725865881
250.99,shadowfax,groceries,ev bike,express,east,hot,156.0,14.49,2.0,5.0,no,delivered,3,873.47,-3.0,True,5.599166666666667,60.28088336783989
250.99,shadowfax,furniture,van,standard,north,foggy,284.1,14.35,9.0,24.0,no,delivered,4,1463.55,-15.0,True,5.151531151003168,101.98954703832753
250.99,fedex,clothing,truck,same day,north,cold,287.0,8.21,10.0,8.0,yes,failed,1,1559.63,2.0,False,5.43425087108014,189.96711327649209
250.99,delhivery,electronics,van,two day,north,foggy,50.5,31.28,2.0,16.0,no,delivered,4,346.34,-14.0,True,6.858217821782178,11.072250639386189
250.99,shadowfax,groceries,van,two day,west,foggy,203.3,7.5,7.0,16.0,no,delivered,4,1039.0,-9.0,True,5.110673880964092,138.53333333333333
250.99,amazon logistics,fragile items,truck,same day,west,hot,127.8,20.03,2.0,8.0,no,delivered,3,799.09,-6.0,True,6.252660406885759,39.89465801298053
250.99,ekart,groceries,scooter,two day,east,cold,45.8,27.22,1.0,16.0,no,delivered,5,310.66,-15.0,True,6.782969432314411,11.412931667891257
250.99,shadowfax,groceries,ev bike,same day,west,hot,8.7,33.93,0.0,8.0,no,delivered,5,245.29,-8.0,True,28.19425287356322,7.229295608605954
250.99,delhivery,automobile parts,ev van,standard,north,rainy,152.8,48.37,6.0,24.0,no,delivered,4,909.11,-18.0,True,5.94967277486911,18.7949142030184
250.99,dhl,automobile parts,ev van,same day,south,rainy,29.0,40.89,5.0,8.0,no,delivered,4,367.67,-3.0,True,12.678275862068967,8.99168500855955
250.99,dhl,furniture,scooter,standard,north,clear,281.6,19.81,8.0,24.0,no,delivered,3,1467.43,-16.0,True,5.211044034090909,74.07521453811208
250.99,ecom express,electronics,van,same day,east,stormy,75.7,41.47,8.0,8.0,yes,delayed,2,602.91,0.0,True,7.964464993394979,14.538461538461538
250.99,blue dart,cosmetics,scooter,standard,north,cold,132.5,14.18,3.0,24.0,no,delivered,4,705.04,-21.0,True,5.3210566037735845,49.72073342736248
250.99,ekart,cosmetics,truck,standard,west,rainy,218.2,34.0,10.0,24.0,no,delivered,5,1193.0,-14.0,True,5.467461044912924,35.088235294117645
250.99,dhl,automobile parts,scooter,express,east,rainy,152.8,10.46,8.0,5.0,yes,delayed,2,845.38,3.0,False,5.532591623036649,80.82026768642447
250.99,ecom express,automobile parts,van,same day,west,cold,113.8,21.95,4.0,8.0,no,delivered,3,734.85,-4.0,True,6.457381370826011,33.47835990888383
250.99,amazon logistics,pharmacy,bike,standard,east,clear,189.3,30.78,7.0,24.0,no,delivered,5,1038.84,-17.0,True,5.487797147385102,33.75048732943469
250.99,delhivery,electronics,truck,two day,north,rainy,60.1,40.63,5.0,16.0,no,delivered,3,422.39,-11.0,True,7.028119800332778,10.396012798424808
250.99,ekart,documents,truck,same day,south,foggy,147.7,46.57,6.0,8.0,no,delivered,4,978.21,-2.0,True,6.622951929587002,21.005153532316942
250.99,amazon logistics,cosmetics,truck,two day,north,cold,289.0,48.99,6.0,16.0,no,delivered,4,1591.97,-10.0,True,5.508546712802768,32.49581547254542
250.99,delhivery,pharmacy,van,express,north,cold,235.6,42.35,7.0,6.0,yes,delayed,3,1355.05,1.0,False,5.751485568760611,31.996458087367177
250.99,amazon logistics,groceries,ev bike,same day,central,cold,101.1,9.76,4.0,8.0,no,delivered,4,634.78,-4.0,True,6.278733926805144,65.0389344262295
250.99,ekart,groceries,truck,two day,central,cold,273.9,42.56,6.0,16.0,no,delivered,3,1497.18,-10.0,True,5.466155531215773,35.1781015037594
250.99,ecom express,cosmetics,scooter,standard,north,clear,262.6,29.36,4.0,24.0,no,delivered,4,1401.08,-20.0,True,5.335415079969534,47.72070844686648
250.99,ekart,groceries,van,two day,east,clear,82.2,18.81,2.0,16.0,no,delivered,3,467.43,-14.0,True,5.686496350364964,24.85007974481659
250.99,dhl,clothing,truck,same day,south,cold,280.3,15.29,7.0,8.0,no,delivered,4,1547.37,-1.0,True,5.520406707099536,101.20143884892086
250.99,shadowfax,automobile parts,bike,same day,east,foggy,146.1,36.12,8.0,8.0,yes,delayed,2,938.86,0.0,True,6.426146475017112,25.99280177187154
250.99,blue dart,groceries,van,same day,west,clear,279.9,21.63,12.0,8.0,yes,failed,2,1564.39,4.0,False,5.58910325116113,72.32501155802127
250.99,shadowfax,documents,ev van,same day,south,stormy,165.4,43.2,11.0,8.0,yes,delayed,2,1056.6,3.0,False,6.388149939540507,24.45833333333333
250.99,fedex,electronics,van,two day,central,cold,29.9,47.31,2.0,16.0,no,delivered,3,291.43,-14.0,True,9.746822742474917,6.16000845487212
250.99,amazon logistics,furniture,truck,standard,north,hot,42.6,44.55,1.0,24.0,no,delivered,4,346.65,-23.0,True,8.13732394366197,7.781144781144781
250.99,ecom express,automobile parts,ev bike,standard,east,foggy,149.9,23.31,10.0,24.0,no,delivered,4,819.43,-14.0,True,5.466511007338225,35.15358215358216
250.99,shadowfax,clothing,scooter,standard,west,rainy,8.4,44.16,4.0,24.0,no,delivered,4,174.48,-20.0,True,20.77142857142857,3.9510869565217392
250.99,dhl,documents,ev bike,two day,east,hot,230.8,30.01,6.0,16.0,no,delivered,4,1244.03,-10.0,True,5.390077989601386,41.453848717094296
250.99,dhl,clothing,bike,express,west,clear,93.0,9.37,2.0,3.0,no,delivered,4,543.11,-1.0,True,5.8398924731182795,57.96264674493064
250.99,dhl,electronics,van,two day,west,clear,10.4,4.59,1.0,16.0,no,delivered,4,95.6674,-15.0,True,9.198788461538461,20.84257080610022
250.99,amazon logistics,pharmacy,truck,two day,north,hot,194.9,2.42,4.0,16.0,no,delivered,4,981.76,-12.0,True,5.037249871729092,405.68595041322317
250.99,ekart,documents,scooter,express,west,rainy,182.1,2.26,11.0,5.0,yes,delayed,2,967.28,6.0,False,5.3118066996155955,428.0
250.99,blue dart,cosmetics,ev bike,standard,south,clear,38.8,40.89,3.0,24.0,no,delivered,4,316.67,-21.0,True,8.16159793814433,7.744436292492052
250.99,dhl,groceries,bike,two day,north,cold,55.2,6.78,1.0,16.0,no,delivered,3,296.34,-15.0,True,5.368478260869565,43.70796460176991
250.99,delhivery,pharmacy,truck,express,east,stormy,223.3,44.36,12.0,6.0,yes,failed,1,1299.58,6.0,False,5.819883564711151,29.29621280432822
250.99,delhivery,electronics,truck,express,west,hot,46.2,14.83,2.0,2.0,no,delivered,5,325.49,0.0,True,7.045238095238095,21.94807821982468
250.99,delhivery,documents,ev bike,two day,south,hot,3.6,49.52,1.0,16.0,no,delivered,5,163.39,-15.0,True,45.386111111111106,3.299474959612277
250.99,xpressbees,groceries,scooter,express,north,hot,297.1,22.0,5.0,8.0,no,delivered,5,1615.5,-3.0,True,5.437563110063951,73.43181818181819
250.99,xpressbees,electronics,bike,express,central,hot,87.8,7.72,3.0,3.0,no,delivered,5,512.16,0.0,True,5.833257403189066,66.34196891191709
250.99,xpressbees,groceries,truck,express,central,hot,267.4,11.53,9.0,7.0,yes,delayed,2,1421.59,2.0,False,5.316342557965595,123.29488291413703
250.99,fedex,furniture,ev van,two day,east,stormy,124.8,10.84,10.0,16.0,no,delivered,4,656.52,-6.0,True,5.260576923076923,60.564575645756456
250.99,xpressbees,groceries,ev bike,express,south,clear,288.9,8.3,6.0,7.0,no,delivered,4,1519.4,-1.0,True,5.25925925925926,183.06024096385542
250.99,blue dart,furniture,scooter,two day,central,hot,129.5,39.84,4.0,16.0,no,delivered,4,767.02,-12.0,True,5.922934362934363,19.25251004016064
250.99,ecom express,fragile items,van,same day,south,foggy,225.0,7.32,11.0,8.0,yes,delayed,3,1246.96,3.0,False,5.5420444444444446,170.34972677595627
